iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
69918624,Fis-31149,Scorpaenopsis diabolus,LC,unknown,am,39,Maldives,38,NA,5476
69918902,Fis-26766,Scorpaenopsis gibbosa,LC,unknown,am,39,Maldives,38,NA,5476
69918967,Fis-31550,Scorpaenopsis macrochir,LC,unknown,am,39,Maldives,38,NA,5476
69919253,Fis-145236,Scorpaenopsis vittapinna,LC,unknown,am,39,Maldives,38,NA,5476
69919731,Fis-145214,Sebastapistes fowleri,LC,unknown,am,39,Maldives,38,NA,5476
69920173,Fis-25829,Sebastapistes mauritiana,LC,unknown,am,39,Maldives,38,NA,5476
69920296,Fis-25830,Sebastapistes strongia,LC,unknown,am,39,Maldives,38,NA,5476
69920346,Fis-50361,Sebastapistes tinkhami,LC,unknown,am,39,Maldives,38,NA,5476
69921254,Fis-26724,Acreichthys tomentosus,LC,stable,am,39,Maldives,38,NA,5476
69921994,Fis-26252,Amanses scopas,LC,stable,am,39,Maldives,38,NA,5476
69922228,Fis-55108,Cantherhines dumerilii,LC,stable,am,39,Maldives,38,NA,5476
70010111,Fis-26719,Cantherhines fronticinctus,LC,unknown,am,39,Maldives,38,NA,5476
70010275,Fis-26231,Cantherhines pardalis,LC,unknown,am,39,Maldives,38,NA,5476
70010557,Fis-149243,Enigmacanthus filamentosus,DD,NA,am,39,Maldives,12,NA,5476
70010721,Fis-26186,Oxymonacanthus longirostris,VU,decreasing,am,39,Maldives,38,NA,5476
70010872,Fis-26187,Paraluteres prionurus,LC,unknown,am,39,Maldives,38,NA,5476
70011018,Fis-25086,Pervagor aspricaudus,LC,unknown,am,39,Maldives,38,NA,5476
70011147,Fis-25087,Pervagor janthinosoma,LC,stable,am,39,Maldives,38,NA,5476
70011163,Fis-25088,Pervagor melanocephalus,LC,stable,am,39,Maldives,38,NA,5476
70011518,Fis-26789,Pseudalutarius nasicornis,LC,stable,am,39,Maldives,38,NA,5476
70011608,Fis-26726,Thamnaconus modestoides,LC,stable,am,39,Maldives,38,NA,5476
79800103,Fis-62441,Parascorpaena aurita,LC,unknown,am,39,Maldives,38,NA,5476
79800214,Fis-31551,Taenianotus triacanthus,LC,unknown,am,39,Maldives,38,NA,5476
79800251,Fis-164002,Inegocia japonica,LC,unknown,am,39,Maldives,38,NA,5476
82306863,Fis-168718,Pristigenys refulgens,LC,unknown,am,39,Maldives,38,NA,5476
87517463,Fis-159579,Allenbatrachus meridionalis,DD,NA,am,39,Maldives,2,NA,5476
95568324,Fis-32563,Monodactylus falciformis,LC,stable,am,39,Maldives,38,NA,5476
95568732,Fis-50647,Acentrogobius audax,LC,unknown,am,39,Maldives,38,NA,5476
95569528,Fis-23384,Atherinomorus duodecimalis,LC,unknown,am,39,Maldives,38,NA,5476
NA,Fis-112891,Minous dempsterae,CR,NA,am,39,Maldives,36,NA,5476
NA,Fis-112891,Minous dempsterae,DD,NA,am,39,Maldives,36,NA,5476
NA,Fis-112891,Minous dempsterae,EN,NA,am,39,Maldives,36,NA,5476
NA,Fis-29580,Acanthurus leucosternon,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-29580,Acanthurus leucosternon,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-29580,Acanthurus leucosternon,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-62384,Mugilogobius mertoni,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-62384,Mugilogobius mertoni,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-62384,Mugilogobius mertoni,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-150580,Asterropteryx ensifera,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-150580,Asterropteryx ensifera,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-150580,Asterropteryx ensifera,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-25179,Nemipterus peronii,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-25179,Nemipterus peronii,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-25179,Nemipterus peronii,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-26653,Pomadasys stridens,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-11826,Funchalia woodwardi,NE,NA,am,39,Maldives,141,NA,5476
NA,W-Msc-600713,Morula uva,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-107382,Charybdis hellerii,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93407,Murex tribulus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93022,Cerithidea obtusa,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-53544,Abalistes stellaris,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22748,Chanos chanos,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-3059,Apogonichthyoides taeniatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22785,Lutjanus lunulatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22786,Lutjanus madras,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22788,Lutjanus malabaricus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22796,Lutjanus sanguineus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-21658,Pinjalo pinjalo,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22899,Makaira mazara,CR,NA,am,39,Maldives,337,NA,5476
NA,Fis-22899,Makaira mazara,DD,NA,am,39,Maldives,337,NA,5476
NA,Fis-22899,Makaira mazara,EN,NA,am,39,Maldives,337,NA,5476
NA,Fis-29312,Callionymus filamentosus,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-22878,Harpadon nehereus,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-22912,Muraenesox cinereus,NE,NA,am,39,Maldives,43,NA,5476
NA,Fis-29419,Hoplostethus atlanticus,NE,NA,am,39,Maldives,51,NA,5476
NA,Fis-22876,Eleutheronema tetradactylum,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22888,Lates calcarifer,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22886,Lactarius lactarius,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-22903,Mene maculata,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-59418,Emmelichthys nitidus nitidus,NE,NA,am,39,Maldives,40,NA,5476
NA,Fis-23112,Drepane punctata,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23209,Pampus argenteus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23225,Psettodes erumei,NE,NA,am,39,Maldives,1,NA,5476
NA,Fis-26638,Paraplagusia bilineata,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23116,Encrasicholina devisi,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-23116,Encrasicholina devisi,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-23116,Encrasicholina devisi,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-23117,Encrasicholina heteroloba,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29371,Encrasicholina punctifer,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-62520,Stolephorus commersonnii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23288,Stolephorus indicus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29554,Stolephorus insularis,NE,NA,am,39,Maldives,30,NA,5476
NA,Fis-29559,Stolephorus waitei,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23296,Thryssa baelama,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23298,Thryssa dussumieri,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-23300,Thryssa hamiltonii,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-23302,Thryssa malabarica,NE,NA,am,39,Maldives,6,NA,5476
NA,Fis-23304,Thryssa purava,NE,NA,am,39,Maldives,9,NA,5476
NA,Fis-23306,Thryssa setirostris,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23308,Thryssa vitrirostris,NE,NA,am,39,Maldives,35,NA,5476
NA,Fis-29348,Coilia dussumieri,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29310,Caesio varilineata,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23140,Gymnocaesio gymnoptera,NE,NA,am,39,Maldives,41,NA,5476
NA,Fis-29494,Pterocaesio lativittata,NE,NA,am,39,Maldives,2,NA,5476
NA,Fis-29495,Pterocaesio marri,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23232,Pterocaesio pisang,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23032,Atrobucca nibe,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23549,Hirundichthys oxycephalus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23715,Parexocoetus brachypterus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23821,Sphyraena barracuda,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-47983,Acropoma japonicum,NE,NA,am,39,Maldives,41,NA,5476
NA,Fis-30686,Synagrops adeni,NE,NA,am,39,Maldives,41,NA,5476
NA,Fis-159767,Nemapteryx caelata,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-23379,Arius maculatus,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-152442,Hexanematichthys sagor,NE,NA,am,39,Maldives,35,NA,5476
NA,Fis-29681,Arius venosus,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-159813,Plicofollis tonggol,NE,NA,am,39,Maldives,19,NA,5476
NA,Fis-159808,Plicofollis polystaphylodon,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-159754,Sciades sona,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29679,Arius subrostratus,NE,NA,am,39,Maldives,19,NA,5476
NA,Fis-23382,Arius sumatranus,NE,NA,am,39,Maldives,35,NA,5476
NA,Fis-159809,Plicofollis tenuispinis,NE,NA,am,39,Maldives,31,NA,5476
NA,Fis-23395,Batrachocephalus mino,NE,NA,am,39,Maldives,7,NA,5476
NA,Fis-23706,Osteogeneiosus militaris,NE,NA,am,39,Maldives,32,NA,5476
NA,Fis-21523,Ariomma indicum,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-23385,Atherinomorus lacunosus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30137,Hypoatherina barnesi,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23560,Hypoatherina temminckii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23670,Odonus niger,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-158522,Colletteichthys dussumieri,NE,NA,am,39,Maldives,8,NA,5476
NA,Fis-23841,Strongylura leiura,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23842,Strongylura strongylura,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29751,Callionymus gardineri,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23398,Bothus myriaster,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23751,Pseudorhombus arsius,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30527,Pseudorhombus elevatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23752,Pseudorhombus javanicus,NE,NA,am,39,Maldives,31,NA,5476
NA,Fis-30528,Pseudorhombus malayanus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30529,Pseudorhombus natalensis,NE,NA,am,39,Maldives,10,NA,5476
NA,Fis-23753,Pseudorhombus triocellatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30254,Lutjanus erythropterus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23616,Lutjanus bengalensis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23436,Chirocentrus nudus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29924,Dussumieria acuta,NE,NA,am,39,Maldives,33,NA,5476
NA,Fis-29925,Dussumieria elopsoides,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23827,Spratelloides delicatulus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23543,Herklotsichthys quadrimaculatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23339,Amblygaster leiogaster,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23340,Amblygaster sirm,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30593,Sardinella brachysoma,NE,NA,am,39,Maldives,19,NA,5476
NA,Fis-23771,Sardinella gibbosa,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23775,Sardinella melanura,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23493,Escualosa thoracata,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23545,Hilsa kelee,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-23858,Tenualosa toli,NE,NA,am,39,Maldives,4,NA,5476
NA,Fis-23369,Anodontostoma chacunda,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23565,Ilisha filigera,NE,NA,am,39,Maldives,25,NA,5476
NA,Fis-23568,Ilisha megaloptera,NE,NA,am,39,Maldives,31,NA,5476
NA,Fis-23569,Ilisha melastoma,NE,NA,am,39,Maldives,31,NA,5476
NA,Fis-30150,Ilisha sirishai,NE,NA,am,39,Maldives,8,NA,5476
NA,Fis-23686,Opisthopterus tardoore,NE,NA,am,39,Maldives,25,NA,5476
NA,Fis-30227,Lethrinus crocineus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23894,Lethrinus mahsena,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30226,Lethrinus borbonicus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29600,Alepes melanoptera,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23418,Carangoides gymnostethus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23427,Carangoides praeustus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23409,Carangoides armatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23410,Atropus atropos,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-23424,Ulua mentalis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-29907,Decapterus kurroides,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-23714,Parastromateus niger,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30731,Trachinotus mookalee,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-23863,Trachinotus botla,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30724,Trachinotus africanus,NE,NA,am,39,Maldives,34,NA,5476
NA,Fis-30738,Trachurus delagoa,NE,NA,am,39,Maldives,3,NA,5476
NA,Fis-23924,Balistoides conspicillum,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-24151,Nomeus gronovii,NE,NA,am,39,Maldives,45,NA,5476
NA,Fis-24077,Kaupichthys hyoproroides,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-24137,Myrichthys maculosus,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-30015,Euleptorhamphus viridis,NE,NA,am,39,Maldives,337,NA,5476
NA,Fis-125235,Zenopsis nebulosa,NE,NA,am,39,Maldives,43,NA,5476
NA,Fis-24762,Macroramphosus gracilis,NE,NA,am,39,Maldives,337,NA,5476
NA,Fis-29737,Brama orcini,NE,NA,am,39,Maldives,49,NA,5476
NA,Fis-30708,Taractes asper,NE,NA,am,39,Maldives,332,NA,5476
NA,Fis-25026,Taractichthys steindachneri,NE,NA,am,39,Maldives,41,NA,5476
NA,Fis-24557,Neoepinnula orientalis,NE,NA,am,39,Maldives,41,NA,5476
NA,Fis-24409,Aluterus monoceros,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-24410,Aluterus scriptus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30921,Parazen pacificus,NE,NA,am,39,Maldives,41,NA,5476
NA,Fis-25061,Istigobius decoratus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25066,Stegastes albifasciatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25072,Stegastes fasciolatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-165782,Stegastes punctatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25076,Stegastes nigricans,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25077,Stegastes obreptus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30933,Pseudamia gelatinosa,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30934,Pseudamia hayashii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25095,Ptereleotris microlepis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25113,Haliophis guttatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-160824,Photopectoralis bindus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-161056,Equulites elongatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-161059,Equulites leuciscus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25127,Secutor insidiator,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-30981,Amarsipus carlsbergi,NE,NA,am,39,Maldives,20,NA,5476
NA,Fis-25134,Diagramma pictum,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25135,Pseudobalistes fuscus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25136,Symbolophorus evermanni,NE,NA,am,39,Maldives,337,NA,5476
NA,Fis-150150,Leptomelanosoma indicum,NE,NA,am,39,Maldives,17,NA,5476
NA,Fis-30986,Myctophum aurolaternatum,NE,NA,am,39,Maldives,331,NA,5476
NA,Fis-30988,Sphyraena obtusata,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-30988,Sphyraena obtusata,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-30988,Sphyraena obtusata,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-30992,Triodon macropterus,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-25182,Nemipterus japonicus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25183,Dendrophysa russelii,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-25185,Triacanthus biaculeatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-165553,Equulites lineolatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25192,Otolithoides biauritus,NE,NA,am,39,Maldives,32,NA,5476
NA,Fis-25193,Protonibea diacanthus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-163729,Karalla daura,NE,NA,am,39,Maldives,25,NA,5476
NA,Fis-128112,Ostorhinchus cyanosoma,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25216,Siganus luridus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25218,Siganus sutor,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31038,Siganus puelloides,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25223,Siganus stellatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25224,Siganus virgatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31049,Johnius carutta,NE,NA,am,39,Maldives,8,NA,5476
NA,Fis-25243,Rhynchorhamphus georgii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25266,Sargocentron diadema,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-128611,Moolgarda cunnesius,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-132793,Plotosus lineatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25325,Cynoglossus puncticeps,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-160812,Nuchequula gerreoides,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25328,Leiognathus brevirostris,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25329,Secutor ruconius,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25333,Valamugil buchanani,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-128608,Chelon subviridis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25338,Pomadasys argyreus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25339,Otolithes ruber,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31106,Sphyraena jello,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31107,Saurida longimanus,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-25343,Encheliophis homei,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-167077,Ostorhinchus nigrofasciatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-167272,Ostorhinchus aureus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25369,Trypauchen vagina,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-53382,Parexocoetus mento,NE,NA,am,39,Maldives,121,NA,5476
NA,Fis-25373,Gymnothorax undulatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25375,Sargocentron caudimaculatum,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31142,Myripristis berndti,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25384,Sphaeramia orbicularis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31172,Chromis atripes,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31173,Chromis elerae,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31219,Schedophilus maculatus,NE,NA,am,39,Maldives,90,NA,5476
NA,Fis-25434,Polymetme corythaeola,NE,NA,am,39,Maldives,43,NA,5476
NA,Fis-25465,Dascyllus aruanus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25466,Dascyllus trimaculatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25471,Cheilopogon suttoni,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25472,Cypselurus poecilopterus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31243,Exocoetus monocirrhus,NE,NA,am,39,Maldives,337,NA,5476
NA,Fis-25474,Pomadasys commersonnii,NE,NA,am,39,Maldives,31,NA,5476
NA,Fis-25512,Cyclichthys orbicularis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25596,Echidna nebulosa,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25597,Echidna polyzona,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31370,Gymnothorax favagineus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25598,Gymnothorax flavimarginatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31371,Gymnothorax margaritophorus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25599,Gymnothorax meleagris,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25600,Gymnothorax pseudothyrsoideus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25601,Gymnothorax rueppelliae,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31372,Gymnothorax zonipectis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25605,Uropterygius marmoratus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-166691,Antennatus coccineus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-166694,Antennatus nummifer,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-25608,Hemiramphus far,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25612,Myripristis murdjan,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-21633,Cirrhitichthys falco,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25631,Amphiprion clarkii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31392,Chromis atripectoralis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25633,Cynoglossus bilineatus,NE,NA,am,39,Maldives,40,NA,5476
NA,Fis-25634,Cynoglossus cynoglossus,NE,NA,am,39,Maldives,22,NA,5476
NA,Fis-31403,Cheilodipterus quinquelineatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25654,Cynoglossus lida,NE,NA,am,39,Maldives,25,NA,5476
NA,Fis-25672,Muraenesox bagio,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-7508,Pomadasys multimaculatus,NE,NA,am,39,Maldives,20,NA,5476
NA,Fis-25674,Pomadasys olivaceus,NE,NA,am,39,Maldives,8,NA,5476
NA,Fis-25676,Johnius belangerii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25745,Oedalechilus labiosus,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-25745,Oedalechilus labiosus,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-25745,Oedalechilus labiosus,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-128612,Moolgarda engeli,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-49196,Moolgarda seheli,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31483,Chromis agilis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31486,Chromis delta,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31487,Chromis lepidolepis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25754,Chromis ternatensis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25756,Chromis viridis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31490,Chromis weberi,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25759,Lepidozygus tapeinosoma,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25760,Cheiloprion labiatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25761,Abudefduf notatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25762,Abudefduf septemfasciatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25763,Abudefduf sexfasciatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25764,Abudefduf sordidus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25766,Amblyglyphidodon leucogaster,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25768,Chrysiptera biocellata,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25771,Chrysiptera glauca,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-138056,Chrysiptera brownriggii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25782,Neoglyphidodon melas,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25784,Plectroglyphidodon dickii,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25785,Plectroglyphidodon imparipennis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31492,Plectroglyphidodon johnstonianus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25786,Plectroglyphidodon lacrymatus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-57933,Plectroglyphidodon leucozonus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25787,Plectroglyphidodon phoenixensis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31494,Pomacentrus nagasakiensis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31498,Pomacentrus chrysurus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25789,Pomacentrus pavo,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31503,Pomacentrus philippinus,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31508,Sphyraena acutipinnis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31509,Sphyraena forsteri,NE,NA,am,39,Maldives,39,NA,5476
NA,Fis-25791,Platax orbicularis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-25793,Platax teira,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-31511,Apogonichthys perdix,NE,NA,am,39,Maldives,38,NA,5476
