iucn_sid,am_sid,sciname,cat_code,pop_trend,spatial_source,rgn_id,rgn_name,n_cells,presence,n_spp_rgn
NA,Fis-164733,Pseudoscopelus cordilluminatus,NE,NA,am,39,Maldives,317,NA,5476
NA,Fis-165575,Pseudanthias bimarginatus,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-165575,Pseudanthias bimarginatus,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-165575,Pseudanthias bimarginatus,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-165849,Pristiophorus nancyae,NE,NA,am,39,Maldives,42,NA,5476
NA,Fis-165987,Etmopterus viator,NE,NA,am,39,Maldives,1,NA,5476
NA,Fis-166044,Etmopterus sculptus,NE,NA,am,39,Maldives,90,NA,5476
NA,Fis-166528,Majungaichthys agalegae,NE,NA,am,39,Maldives,2,NA,5476
NA,Fis-166905,Siphamia arabica,NE,NA,am,39,Maldives,36,NA,5476
NA,Fis-167081,Eviota springeri,NE,NA,am,39,Maldives,30,NA,5476
NA,Fis-167326,Gnatholepis caudimaculata,NE,NA,am,39,Maldives,36,NA,5476
NA,Fis-167636,Thysanophrys randalli,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-167806,Scolopsis igcarensis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-168148,Coris latifasciata,NE,NA,am,39,Maldives,20,NA,5476
NA,Fis-168151,Pteragogus variabilis,CR,NA,am,39,Maldives,32,NA,5476
NA,Fis-168151,Pteragogus variabilis,DD,NA,am,39,Maldives,32,NA,5476
NA,Fis-168151,Pteragogus variabilis,EN,NA,am,39,Maldives,32,NA,5476
NA,Fis-168278,Liopropoma randalli,NE,NA,am,39,Maldives,31,NA,5476
NA,Fis-168614,Gobiodon bilineatus,NE,NA,am,39,Maldives,36,NA,5476
NA,Fis-168616,Gobiodon irregularis,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-168618,Gobiodon fuscoruber,NE,NA,am,39,Maldives,38,NA,5476
NA,Fis-170128,Barchatus indicus,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-170128,Barchatus indicus,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-170128,Barchatus indicus,EN,NA,am,39,Maldives,38,NA,5476
NA,Fis-170774,Scolecenchelys iredalei,CR,NA,am,39,Maldives,38,NA,5476
NA,Fis-170774,Scolecenchelys iredalei,DD,NA,am,39,Maldives,38,NA,5476
NA,Fis-170774,Scolecenchelys iredalei,EN,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-215169,Architectonica perspectiva,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216382,Turbo petholatus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-139033,Clio pyramidata,NE,NA,am,39,Maldives,4,NA,5476
NA,W-Bch-107404,Portunus pelagicus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-551549,Gennadas tinayrei,NE,NA,am,39,Maldives,332,NA,5476
NA,ITS-551673,Trachysalambria curvirostris,NE,NA,am,39,Maldives,39,NA,5476
NA,ITS-551687,Melicertus latisulcatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-659850,Janicella spinicauda,NE,NA,am,39,Maldives,337,NA,5476
NA,ITS-660162,Calcinus latens,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-660173,Dardanus lagopodes,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208814,Scylla serrata,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95814,Metapenaeus ensis,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-96215,Leander tenuicornis,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95638,Penaeus monodon,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95644,Penaeus semisulcatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95687,Metapenaeopsis barbata,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95878,Parapenaeopsis tenella,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95923,Sergestes atlanticus,NE,NA,am,39,Maldives,332,NA,5476
NA,ITS-95958,Hadropenaeus lucasii,NE,NA,am,39,Maldives,49,NA,5476
NA,ITS-96010,Solenocera pectinata,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-96020,Haliporoides sibogae,NE,NA,am,39,Maldives,53,NA,5476
NA,ITS-96056,Aristaeomorpha foliacea,NE,NA,am,39,Maldives,50,NA,5476
NA,ITS-96067,Aristeus virilis,NE,NA,am,39,Maldives,336,NA,5476
NA,ITS-96074,Aristaeopsis edwardsiana,NE,NA,am,39,Maldives,316,NA,5476
NA,ITS-96083,Bentheogennema intermedia,NE,NA,am,39,Maldives,331,NA,5476
NA,ITS-96085,Benthesicymus bartletti,NE,NA,am,39,Maldives,331,NA,5476
NA,ITS-96097,Gennadas bouvieri,NE,NA,am,39,Maldives,335,NA,5476
NA,ITS-96099,Gennadas capensis,NE,NA,am,39,Maldives,332,NA,5476
NA,ITS-96102,Gennadas scutatus,NE,NA,am,39,Maldives,337,NA,5476
NA,ITS-96117,Acanthephyra curtirostris,NE,NA,am,39,Maldives,336,NA,5476
NA,ITS-96120,Acanthephyra eximia,NE,NA,am,39,Maldives,316,NA,5476
NA,ITS-96139,Systellaspis debilis,NE,NA,am,39,Maldives,337,NA,5476
NA,ITS-96142,Oplophorus gracilirostris,NE,NA,am,39,Maldives,337,NA,5476
NA,ITS-96145,Oplophorus spinosus,NE,NA,am,39,Maldives,138,NA,5476
NA,ITS-97298,Stenopus hispidus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-97076,Heterocarpus sibogae,NE,NA,am,39,Maldives,45,NA,5476
NA,ITS-97088,Heterocarpoides levicarina,NE,NA,am,39,Maldives,40,NA,5476
NA,W-Bch-208794,Portunus sanguinolentus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209502,Calappa gallus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209574,Ranina ranina,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-99184,Pseudosquilla ciliata,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-89561,Lepas anatifera,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-130248,Lumbrineris latreilli,NE,NA,am,39,Maldives,119,NA,5476
NA,W-Pol-130603,Pholoe minuta,NE,NA,am,39,Maldives,152,NA,5476
NA,W-Pol-131074,Sthenelais boa,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Pol-130707,Pisione remota,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Pol-130644,Eumida sanguinea,NE,NA,am,39,Maldives,44,NA,5476
NA,W-Pol-130703,Sigambra tentaculata,NE,NA,am,39,Maldives,191,NA,5476
NA,W-Pol-131435,Syllis gracilis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-157583,Syllis cornuta,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Pol-130464,Hyalinoecia tubicola,NE,NA,am,39,Maldives,45,NA,5476
NA,W-Pol-131573,Terebellides stroemii,NE,NA,am,39,Maldives,53,NA,5476
NA,W-Pol-131574,Trichobranchus glacialis,NE,NA,am,39,Maldives,291,NA,5476
NA,W-Pol-131489,Eupolymnia nebulosa,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Pol-130711,Poecilochaetus serpens,NE,NA,am,39,Maldives,49,NA,5476
NA,W-Pol-130417,Platynereis dumerilii,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-130128,Glycera tesselata,NE,NA,am,39,Maldives,302,NA,5476
NA,W-Pol-157388,Glycera americana,NE,NA,am,39,Maldives,98,NA,5476
NA,W-Pol-130130,Glycera tridactyla,NE,NA,am,39,Maldives,29,NA,5476
NA,W-Pol-130071,Lysidice ninetta,NE,NA,am,39,Maldives,293,NA,5476
NA,W-Pol-131128,Laonice cirrata,NE,NA,am,39,Maldives,146,NA,5476
NA,W-Pol-131140,Paraprionospio pinnata,NE,NA,am,39,Maldives,158,NA,5476
NA,W-Pol-131153,Prionospio cirrifera,NE,NA,am,39,Maldives,156,NA,5476
NA,W-Pol-131499,Loimia medusa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-129959,Cirratulus cirratus,NE,NA,am,39,Maldives,14,NA,5476
NA,W-Pol-131242,Sternaspis scutata,NE,NA,am,39,Maldives,211,NA,5476
NA,W-Pol-129876,Capitella capitata,NE,NA,am,39,Maldives,42,NA,5476
NA,W-Pol-129898,Notomastus latericeus,NE,NA,am,39,Maldives,286,NA,5476
NA,W-Pol-130305,Maldane sarsi,NE,NA,am,39,Maldives,308,NA,5476
NA,W-Pol-130544,Owenia fusiformis,NE,NA,am,39,Maldives,14,NA,5476
NA,W-Pol-129784,Amphicteis gunneri,NE,NA,am,39,Maldives,332,NA,5476
NA,W-Pol-130987,Ditrupa arietina,NE,NA,am,39,Maldives,30,NA,5476
NA,URM-Cn-10261,Aurelia aurita,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-Cn-5912,Madrepora oculata,NE,NA,am,39,Maldives,138,NA,5476
NA,URM-Cn-4734,Acropora danai,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-170036,Caryophyllia ambrosia,NE,NA,am,39,Maldives,154,NA,5476
NA,URM-Cn-5160,Desmophyllum dianthus,NE,NA,am,39,Maldives,117,NA,5476
NA,URM-Cn-5177,Lophelia pertusa,NE,NA,am,39,Maldives,231,NA,5476
NA,URM-Cn-5204,Paracyathus pulchellus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-207899,Pinctada margaritifera,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216632,Septifer bilocularis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-207901,Pinctada imbricata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ase-213289,Acanthaster planci,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Oph-125122,Ophiactis savignyi,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Ech-213383,Echinometra mathaei,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-2126,Didemnum candidum,NE,NA,am,39,Maldives,40,NA,5476
NA,URM-2-2291,Diplosoma listerianum,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-4042,Styela canopus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-210788,Octopus cyanea,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-220317,Sepioteuthis lessoniana,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-71681,Walvisteuthis virilis,NE,NA,am,39,Maldives,45,NA,5476
NA,W-Msc-141887,Vampyroteuthis infernalis,NE,NA,am,39,Maldives,154,NA,5476
NA,W-Msc-140605,Octopus vulgaris,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-534126,Macrotritopus defilippi,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-140197,Leptochiton alveolus,NE,NA,am,39,Maldives,5,NA,5476
NA,ITS-154811,Aspidosiphon muelleri,NE,NA,am,39,Maldives,147,NA,5476
NA,ITS-154611,Golfingia vulgaris,NE,NA,am,39,Maldives,2,NA,5476
NA,W-Cha-105444,Pseudosagitta lyra,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Cha-105448,Sagitta bipunctata,NE,NA,am,39,Maldives,45,NA,5476
NA,W-Cha-105464,Serratosagitta serratodentata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Cha-266888,Zonosagitta pulchra,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Cha-105428,Krohnitta pacifica,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Cha-105429,Krohnitta subtilis,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Cha-105430,Pterosagitta draco,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Cha-105434,Flaccisagitta enflata,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Cha-105435,Flaccisagitta hexaptera,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Msc-207754,Anadara antiquata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-215228,Arca navicularis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-140463,Modiolus auriculatus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-140779,Atrina pectinata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-215389,Gloripallium pallium,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216636,Hyotissa hyotis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-213508,Asaphis violascens,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-Cn-6272,Sphenopus marsupialis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216577,Lioconcha castrensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ase-213112,Luidia maculata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ase-207610,Linckia laevigata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Oph-212371,Ophiocoma erinaceus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ech-213377,Echinothrix calamaris,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ech-212453,Tripneustes gratilla,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-207654,Haliotis varia,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216328,Tectus pyramis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216318,Monodonta labio,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216371,Turbo argyrostomus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216254,Nerita albicilla,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-600671,Nerita polita,NE,NA,am,39,Maldives,36,NA,5476
NA,W-Msc-216256,Nerita undata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216669,Cerithium echinatum,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-139062,Cerithium nodulosum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-92992,Clypeomorus batillariaeformis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-92998,Rhinoclavis fasciata,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93011,Rhinoclavis aspera,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93016,Rhinoclavis sinensis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-211096,Lambis lambis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-93116,Strombus mutabilis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-215382,Terebellum terebellum,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216894,Talparia talpa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216843,Cypraea tigris,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-530884,Lyncina vitellus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-527793,Lyncina lynx,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216923,Polinices mammilla,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-208014,Tonna perdix,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-217011,Distorsio anus,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Msc-208385,Oliva annulata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-590546,Mitra stictica,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-447359,Terebra maculata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-585869,Architectonica maxima,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Msc-536574,Phyllidiella pustulosa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-596436,Drupa ricinus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-101147,Dardanus arrosor,NE,NA,am,39,Maldives,14,NA,5476
NA,Chn-d879fd7e-8358-430b-9b8f-974a10d1a38d,Quollastria gonypetes,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-212155,Drupella cornus,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-133119,Gelidium pusillum,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-132865,Caulerpa taxifolia,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-133573,Gelidiella acerosa,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-132722,Ulva intestinalis,NE,NA,am,39,Maldives,18,NA,5476
NA,SLB-132510,Caulerpa racemosa,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-153360,Asparagopsis taxiformis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-141293,Hypnea musciformis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-142743,Halimeda opuntia,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-132863,Caulerpa sertularioides,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-140012,Acanthophora spicifera,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-143238,Ulva lactuca,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-142440,Caulerpa cupressoides,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209530,Iphiculus spongiosus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ase-207607,Linckia multifora,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-215730,Nassarius crematus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-370551,Notocochlis gualteriana,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-431078,Volva volva,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-216719,Planaxis sulcatus,NE,NA,am,39,Maldives,36,NA,5476
NA,W-Msc-216967,Bursa bufonia,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-139045,Diacria trispinosa,NE,NA,am,39,Maldives,336,NA,5476
NA,W-Msc-215423,Hydatina physis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-138757,Aplysia parvula,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-107309,Myra fugax,NE,NA,am,39,Maldives,39,NA,5476
NA,ITS-551534,Benthesicymus investigatoris,NE,NA,am,39,Maldives,337,NA,5476
NA,ITS-551659,Penaeopsis eduardoi,NE,NA,am,39,Maldives,43,NA,5476
NA,ITS-551684,Megokris granulosus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-552062,Sergia talismani,NE,NA,am,39,Maldives,49,NA,5476
NA,ITS-612506,Periclimenes soror,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-612315,Palaemonella rotumana,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208908,Menaethius monoceros,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-207602,Eriphia sebana,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-210186,Trapezia tigrina,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-89818,Gnathophausia zoea,NE,NA,am,39,Maldives,331,NA,5476
NA,W-Bch-107386,Liocarcinus corrugatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-659956,Synalpheus streptodactylus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-660156,Calcinus elegans,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-660161,Calcinus laevimanus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-660167,Ciliopagurus strigatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-660170,Dardanus deformis,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-660174,Dardanus megistos,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-660209,Oncopagurus indicus,NE,NA,am,39,Maldives,62,NA,5476
NA,W-Bch-209501,Calappa hepatica,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-210145,Schizophrys aspera,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208849,Thalamita admete,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208848,Thalamita crenata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-208852,Thalamita picta,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209150,Carpilius convexus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-209115,Etisus laevimanus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bch-207529,Grapsus tenuicrustatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-96593,Gnathophyllum americanum,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-96614,Alpheus paracrinitus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-97195,Aegaeon lacazei,NE,NA,am,39,Maldives,42,NA,5476
NA,ITS-95865,Parapenaeopsis hardwickii,NE,NA,am,39,Maldives,22,NA,5476
NA,ITS-97005,Plesionika narval,NE,NA,am,39,Maldives,44,NA,5476
NA,ITS-95743,Parapenaeus fissurus,NE,NA,am,39,Maldives,40,NA,5476
NA,ITS-95746,Parapenaeus longipes,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95755,Penaeopsis rectacuta,NE,NA,am,39,Maldives,42,NA,5476
NA,ITS-95759,Penaeopsis serrata,NE,NA,am,39,Maldives,41,NA,5476
NA,ITS-95873,Parapenaeopsis sculptilis,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-95917,Lucifer typus,NE,NA,am,39,Maldives,42,NA,5476
NA,ITS-95947,Sergia japonica,NE,NA,am,39,Maldives,337,NA,5476
NA,ITS-95995,Solenocera crassicornis,NE,NA,am,39,Maldives,22,NA,5476
NA,ITS-96003,Solenocera koelbeli,NE,NA,am,39,Maldives,31,NA,5476
NA,ITS-96062,Aristeus antennatus,NE,NA,am,39,Maldives,332,NA,5476
NA,ITS-96140,Systellaspis pellucida,NE,NA,am,39,Maldives,337,NA,5476
NA,ITS-96661,Alpheus lottini,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-97064,Heterocarpus ensifer,NE,NA,am,39,Maldives,152,NA,5476
NA,ITS-97071,Heterocarpus dorsalis,NE,NA,am,39,Maldives,52,NA,5476
NA,ITS-97083,Chlorotocus crassicornis,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Bch-208884,Podophthalmus vigil,NE,NA,am,39,Maldives,38,NA,5476
NA,WBD-Eup-88,Thysanopoda aequalis,NE,NA,am,39,Maldives,49,NA,5476
NA,ITS-206260,Megabalanus tintinnabulum,NE,NA,am,39,Maldives,244,NA,5476
NA,ITS-89628,Balanus trigonus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-129829,Eurythoe complanata,NE,NA,am,39,Maldives,46,NA,5476
NA,W-Pol-129831,Hermodice carunculata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-130075,Marphysa sanguinea,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-131321,Haplosyllis spongicola,NE,NA,am,39,Maldives,48,NA,5476
NA,W-Pol-130067,Eunice vittata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-209824,Eunice indica,NE,NA,am,39,Maldives,45,NA,5476
NA,W-Pol-130470,Onuphis eremita,NE,NA,am,39,Maldives,53,NA,5476
NA,W-Pol-129854,Arabella iricolor,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-129914,Chaetopterus variopedatus,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Pol-130118,Glycera capitata,NE,NA,am,39,Maldives,53,NA,5476
NA,W-Pol-154127,Schistomeringos rudolphi,NE,NA,am,39,Maldives,36,NA,5476
NA,W-Pol-130576,Cirrophorus branchiatus,NE,NA,am,39,Maldives,132,NA,5476
NA,W-Pol-130578,Levinsenia gracilis,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Pol-131516,Pista cristata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-130510,Polyophthalmus pictus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Pol-130324,Praxillella gracilis,NE,NA,am,39,Maldives,89,NA,5476
NA,W-Pol-129808,Melinna palmata,NE,NA,am,39,Maldives,43,NA,5476
NA,W-Pol-131544,Thelepus setosus,NE,NA,am,39,Maldives,38,NA,5476
NA,Hex-83,Heteractis magnifica,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-Cn-4147,Cirrhipathes spiralis,NE,NA,am,39,Maldives,41,NA,5476
NA,URM-Cn-4766,Acropora intermedia,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-207896,Pinna bicolor,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-207895,Pinna muricata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-504483,Cucullaea labiata,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Msc-140048,Neopycnodonte cochlear,NE,NA,am,39,Maldives,89,NA,5476
NA,W-Msc-181316,Saccostrea cucullata,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-464122,Ctena bella,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ech-212461,Echinoneus cyclostomus,NE,NA,am,39,Maldives,41,NA,5476
NA,W-Oph-213218,Ophiarachnella gorgonia,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ech-213575,Brissus latecarinatus,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Ech-213378,Echinothrix diadema,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Por-164768,Pericharax heteroraphis,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Bry-471328,Nellia oculata,NE,NA,am,39,Maldives,45,NA,5476
NA,URM-2-1794,Fritillaria formica,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-1873,Proagnesia depressa,NE,NA,am,39,Maldives,305,NA,5476
NA,URM-2-1948,Ascidia sydneiensis,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-2207,Didemnum molle,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-2761,Cystodytes dellechiajei,NE,NA,am,39,Maldives,42,NA,5476
NA,URM-2-3584,Herdmania momus,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-3600,Microcosmus exasperatus,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-3711,Bathystyeloides enderbyanus,NE,NA,am,39,Maldives,301,NA,5476
NA,URM-2-3959,Polycarpa papillata,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-4072,Styela plicata,NE,NA,am,39,Maldives,38,NA,5476
NA,URM-2-4208,Thalia democratica,NE,NA,am,39,Maldives,336,NA,5476
NA,URM-2-6,Achelia assimilis,NE,NA,am,39,Maldives,44,NA,5476
NA,URM-2-609,Colossendeis macerrima,NE,NA,am,39,Maldives,337,NA,5476
NA,SLB-71264,Sepia kobiensis,DD,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-534728,Callistoctopus ornatus,NE,NA,am,39,Maldives,38,NA,5476
NA,ITS-154682,Golfingia muricaudata,NE,NA,am,39,Maldives,332,NA,5476
NA,ITS-154523,Sipunculus nudus,NE,NA,am,39,Maldives,105,NA,5476
NA,W-Bra-183339,Pelagodiscus atlanticus,NE,NA,am,39,Maldives,332,NA,5476
NA,SLB-129861,Flabellum apertum,NE,NA,am,39,Maldives,57,NA,5476
NA,SLB-130790,Alpheus frontalis,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-88295,Odontodactylus scyllarus,NE,NA,am,39,Maldives,38,NA,5476
NA,Chn-98e49457-8952-440e-a574-b5bde95cbd5e,Harpiosquilla harpax,NE,NA,am,39,Maldives,38,NA,5476
NA,SLB-88324,Oratosquillina quinquedentata,NE,NA,am,39,Maldives,39,NA,5476
NA,W-Msc-215229,Arca ventricosa,NE,NA,am,39,Maldives,38,NA,5476
NA,W-Msc-207774,Barbatia foliata,NE,NA,am,39,Maldives,38,NA,5476
