year,rgn_id,fao_rgn,taxon_scientific_name,taxon_common_name,taxon_key,tons,stock_id
1953,39,51,Lethrinus microdon,Smalltooth emperor,601845,23.1939780015954,Lethrinus_microdon-51
1953,39,51,Lethrinus olivaceus,Longface emperor,601864,23.1939780015954,Lethrinus_olivaceus-51
1953,39,51,Lethrinus rubrioperculatus,Spotcheek emperor,601848,23.1939780015954,Lethrinus_rubrioperculatus-51
1953,39,51,Lethrinus xanthochilus,Yellowlip emperor,601852,23.1939780015954,Lethrinus_xanthochilus-51
1953,39,51,Lutjanidae,Snappers,400323,208.745802014358,Lutjanidae-51
1953,39,51,Lutjanus bohar,Two-spot red snapper,601417,69.5819340047862,Lutjanus_bohar-51
1953,39,51,Lutjanus gibbus,Humpback red snapper,600265,69.5819340047862,Lutjanus_gibbus-51
1953,39,51,Macolor,Snappers,502666,69.5819340047862,Macolor-51
1953,39,51,Macolor niger,Black and white snapper,600187,69.5819340047862,Macolor_niger-51
1953,39,51,Marine fishes not identified,Marine fishes nei,100039,2736.46248452172,Marine_fishes_not_identified-51
1953,39,51,Marine pelagic fishes not identified,Pelagic fishes,100339,106.111945281423,Marine_pelagic_fishes_not_identified-51
1953,39,51,Pomacentridae,Damselfishes,400350,11.72109375,Pomacentridae-51
1953,39,51,Prionace glauca,Blue shark,600898,0.666700277777777,Prionace_glauca-51
1953,39,51,Rastrelliger kanagurta,Indian mackerel,600111,5.9422830522482,Rastrelliger_kanagurta-51
1953,39,51,Sardinella,Sardinellas,501940,0.89199153405245,Sardinella-51
1953,39,51,Scomberoides lysan,Doublespotted queenfish,601951,104.372901007179,Scomberoides_lysan-51
1953,39,51,Scomberomorus commerson,Narrowbarred Spanish mackerel,600121,13.1175229528434,Scomberomorus_commerson-51
1953,39,51,Scomberomorus guttatus,Indo-Pacific king mackerel,600123,0.92625688932069,Scomberomorus_guttatus-51
1953,39,51,Scomberomorus lineolatus,Streaked seerfish,600125,0.0056152095919075,Scomberomorus_lineolatus-51
